3714.7187342557	24.1811552059
3786.1121193015	23.4936349998
3673.1696644044	24.0057684136
4069.6909569491	23.899181528
3724.7669944926	24.1899920811
3865.6319655064	23.6329441863
3708.4859188998	24.1358307684
3618.149068239	23.8451044574
3894.2134403652	24.265085738
4053.3442313622	23.4738883937
4117.8878878118	23.3321939964
12406.8889658488	6.0320110827
3795.3637279248	24.4567209175
3929.2753318686	23.9948373416
3706.4087235814	23.6202781327
3801.4126249452	23.9919111701
3761.0532460916	24.2011113989
3633.390562652	24.2894081764
4199.5604145343	23.3475289005
4074.5306155017	23.6944708594
5022.2640111829	20.821933586
3804.775281571	23.687721699
3863.1960310817	24.0192063787
4115.973711018	23.1158815602
4069.2886970602	23.636785175
4032.7336984817	22.8024343159
3756.4728681335	23.9592670384
3890.4811029675	23.8092395468
3819.7979426704	23.8710161879
4056.6119782588	22.5096397236
3790.4342001855	23.9630423489
3900.6333704983	24.1566965388
3734.33480496	23.5501262819
3848.1016959251	23.9152458215
3611.5320651836	23.4349644954
4192.4589046874	23.1055777203
4008.0140169079	23.8890938854
3640.3337256968	25.0209170694
3906.4731464702	23.9048357136
3995.8436882293	23.4475520466
3835.363998852	23.8689502065
3631.7210365853	24.0922362693
3675.8652482439	24.1716311395
3887.0693932562	23.7547238345
4185.6024143876	23.3818076204
3801.8890176925	24.1567102353
3981.4552749192	23.7160435803
3941.8224718427	23.9228547424
3942.9178678114	24.1756246963
10797.3979745584	7.2417193611
3860.4366413491	23.7466708202
3844.5280741497	22.5797414737
3971.4708205755	23.7182974389
3934.7611633967	23.4516545733
3862.7816001266	23.946321045
4003.9885903979	23.307003858
3850.7270809881	24.0051718555
3575.2470429853	24.4934035536
4089.350671376	23.310535205
4204.2020166441	23.2284741995
4080.1890548795	23.3968627307
4117.4610399102	22.94840731
3754.9782857776	24.1439114125
3705.2982059848	23.0996221709
3747.8578431608	23.966134572
4125.7554371965	23.1211883513
3945.8558894568	24.1245242144
3785.3920593477	23.7720312737
3995.673662121	23.7875613844
4012.6750435477	23.7350670264
12413.3074207011	5.679995132
3707.8134367507	23.361921376
3800.2631353484	23.6466782931
4092.7125903614	23.4283693306
3857.1259883703	24.0634692937
3868.4908137506	23.7082518081
3849.3194172573	22.8000033801
4020.2940081233	23.630638177
3741.0055328232	24.700683178
3994.7849283996	23.7766002742
3673.8848067557	23.4053947552
4352.8344638306	22.7229649212
4175.0665738577	23.1475210921
3780.9642500089	23.9251029484
3985.3260428288	23.747481988
4223.0966750538	23.056849774
3755.2092901575	23.194343091
4059.0867617436	23.4598119065
4178.8509149024	23.1363327425
4127.1900248013	23.4521506841
9984.1632216258	8.8892069917
3948.6728151393	23.6002041756
4153.5535379686	23.2843168955
4161.2026228598	23.4755441924
3736.3917151679	22.6156227691
3608.7924688013	24.0170331406
4073.9001788544	23.9945865963
4287.2632743276	22.9094178151
3819.8465039956	24.7726224322
3688.52008371	23.1687235588
3741.68305551	24.5288631025
4077.57829968	23.2497127501
3883.4243433	24.127004828
3617.25640044	24.250108068
3787.45192012	24.2396771418
3986.87447293	24.3022756007
3691.0393715	24.115110446
3644.25932487	23.5978742849
3787.63780549	24.1366751054
3730.1027162	23.5888997572
4016.42545313	22.6497601406
3858.75187071	23.8851606699
3922.23369383	23.8819995291
3943.11506367	23.7148617805
3628.75424696	24.0099182671
4045.17117592	23.6568647421
4022.00189149	23.277690102
3960.97813201	23.7084374559
3402.28955183	24.4423884149
4014.19359922	23.4315734696
4209.23432228	23.5049505819
3783.26052452	23.8449453169
3753.90133082	24.0454946968
3827.21626906	24.1659911605
3991.81432764	23.4370745557
3711.55228997	24.278262385
4120.44786876	23.3922492886
3977.93328797	24.0786547632
3781.65824667	24.1760010642
12408.7669983	5.7596742638
3740.51610843	23.2860118496
3536.92760861	23.7302526133
3764.31582951	24.3195525887
3762.43779709	23.6479420191
3779.71050724	23.9473222107
3847.72070467	24.5010919181
4112.04417776	23.2697021057
3609.12243993	23.6805590169
3788.71611279	24.3243511672
3685.59730664	23.2793460742
3937.90240497	23.7288028847
3796.66000796	24.2688607269
3875.58875834	24.084615973
3605.31080619	23.8255505997
3918.43730466	23.8511395046
4174.42150734	23.3008951365
3978.97446737	23.560162326
4014.07975672	23.6180779361
3585.02987562	24.61402104
4086.74729258	23.6737626633
3821.75699259	23.91354801
3755.81993345	24.0685625737
3528.5834206	23.1276196143
3609.2205461	23.0571388601
3663.63738362	23.6428148585
4196.35671941	22.9120054539
4129.10112809	23.5079006006
3720.10215671	23.4785752858
3844.79645231	23.7742073713
3527.41180179	23.3558411652
3707.61845381	23.3998527371
3593.10015317	22.9663055139
3789.21119243	24.2095877282
3994.96319149	23.8002111445
4026.71578236	23.5950614977
3917.55385736	23.6953406088
4680.03212877	21.8932692141
3853.13461626	24.547241838
4163.67593106	23.229348711
3813.91009713	24.1104712378
3698.85934308	24.241693346
3700.70110818	23.6580477542
3943.72804283	23.6769681257
4037.47131678	23.6882407161
3702.04631836	24.3826480974
3725.33878873	23.6857924213
3890.0439281	24.3487888997
3826.99596047	24.1383038625
3880.12057497	24.2768852456
3940.421201	24.2333951573
3789.44551619	24.2636006892
3509.81219401	24.6003139646
3735.14424234	23.8939974304
3824.64731349	23.3993368026
3951.58637171	23.9249037978
3944.53821785	24.114668921
3886.2584806	23.9461718109
3633.89633807	24.2525719905
3883.49269798	23.8124531024
3730.84195481	23.6715138638
3799.37907335	24.5741330005
3715.49866602	23.6473488871
3880.39276427	24.4097661421
3847.87646973	24.2510027297
3839.04728316	24.1250449523
3562.44603178	24.6076745452
3788.21746789	24.1618985552
4004.97641381	23.4776670482
3748.15892338	24.3554031967
