3878.6847579631	23.7200105747
3878.6847579631	23.7200105747
3878.6847579631	23.7200105747
3878.6847579631	23.7200105747
4194.6880539247	23.5341306112
3847.3280341034	23.2383655189
3590.8208443908	24.7589316341
3590.8208443908	24.7589316341
4113.5937143224	23.7768194518
3910.9693104845	23.7758046804
3912.3716877926	23.7682475712
4067.5034843934	23.6685358502
3728.0825650739	22.6596748031
3660.4511459813	22.3223512712
3802.3767209257	23.8442491168
3917.8834596742	23.5727802146
4066.0433252553	23.7667144422
3987.4130733523	23.7376007125
3987.4130733523	23.7376007125
3932.7963352966	23.9694129002
3454.1360814273	24.2564624285
3770.709819285	23.1441586589
4041.1113261912	23.3626385502
3879.8021602032	23.7738254309
3924.7892489395	22.11944586
3954.3343280186	24.0390600385
3927.8927479107	23.8936467058
3740.8855433209	23.5639701665
3946.563163644	23.986844296
4258.4370258017	23.1063251034
3692.1570196222	24.0310641153
3829.0908591551	23.0754362158
3850.0929561389	24.1774844228
3904.9922104613	23.6665178499
3531.452104048	23.779601584
3548.3841472787	23.6498874551
3959.7992597359	23.7115016409
3959.7992597359	23.7115016409
3854.1839097028	23.2558336448
3740.9674214035	22.7393976274
3807.3449747851	23.9270631072
4054.0012230633	23.3883647786
3842.4053910077	23.8570427763
3964.262352873	23.9556935041
3898.9290523935	23.9879840284
3849.2728229731	24.7316743945
3757.0578169572	23.3718572236
